,Text,label
612,"@alexmucci_ That Putin have mercy on us and that NATO does not start the war for power and money disguised as mercy with Ukraine, because no one has mercy with indigenous people, Venezuela, Africa, the attack against it will be only for money that if it is clear",1
613,An easy way to help out with the refugees arriving from Ukraine in Berlin and Potsdam ⬇️ https://t.co/4FAdzxsHHs,1
614,"An historic moment in the @HouseofCommons listening to a powerful and emotional address from President Zelensky 

We stand united with him, with the people of Ukraine, with democracy. 

Slava Ukraini. https://t.co/KnS7xY6vgG",1
615,"@frmiousb @AlexAlvarova Czech solidarity with Ukraine is through the roof, I have never seen anything like this in my home country before. Not since Velvet Revolution.",0
616,My friends in Ukraine. My thoughts are with you. You do not deserve this Russian monsters insanity. I love you all. I love your beautiful country and my time with you all has a special place in my heart. 🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦 https://t.co/swjeNKxy9c,1
617,Roman #Abramovich worried about hos assets freezing there. Wonder if charitable foundation could support the ukranians who have been bombed out of homes by Russia?,1
618,"The Ukrainian Azov regiment is targeting artillery from a drone north of Mariupol in the village of Stary Krym. A Russian Lynx and Kamaz armored vehicle were hit.

Impressive video and in high definition. It's rare to have such great footage.

Follow me for more content 
#Ukraine https://t.co/QuPe4WQRL5",1
619,In London the BT Tower displaying the #Ukraine flag 🇺🇦 https://t.co/0l7GwCzbRX,0
620,Finnish Broadcasting Company says it's pulling out of Eurovision Song Contest if Russia is allowed to participate. In Finnish: https://t.co/AIsuO1ebYi #ESC2022 #UkraineInvasion,0
621,@Smirrem1 The Baltics brought the Soviet Union down and are now NATO members. Analysts say he wouldn't dare. But who knows really? Who only yesterday would have imagined the horrible magnitude of what happened today?,-1
622,"Imran Khan’s one-day visit to Russia has confounded almost all. For weeks, it was known there was imminent danger of Russia invading Ukraine. As luck would have it, he was lunching with Putin on the day of the invasion. Disastrous move, I write. https://t.co/GF1sfa8YK6",-1
623,"Cannot believe how all Mps can wear ribbons to support Ukraine yet could do nothing to commemorate those 180,000 who died from Covid. Obviously they are both individual disasters but it’s wrong!! #CovidIsNotOver",-1
624,I remember when it was just NATO's fault so I guess this is progress.,0
625,"The Roman Empire/Russia flag has to go at Stamford Bridge 🤦‍♂️

A subdued occasion, but the #CFC fans were respectful in being supportive of their team. The moment of magic between Jorginho &amp; Havertz a reminder of how beautiful Football can bring a moment of joy, amid the gloom.",1
626,Stay strong #Ukraine https://t.co/9gxuYHapmw,1
627,One easy way to help #Ukraine. Book a week of stay with @Airbnb. Just booked mine. https://t.co/Mw2ahJja8Q,1
628,"Mahatma sends a message today for all of us from the botanical gardens @ Kyiv, Ukraine https://t.co/eTsKCfMan6",0
629,@jonlincbrown they should all give the money back to aid Ukraine,0
630,Wembley arch lit up in #Ukraine’s colours this evening 🇺🇦 https://t.co/Kk5g0Bt5E4,0
631,"@lordpret @n_wolferine @A_SHEKH0VTS0V @ZelenskyyUa Yet there is a video from his campaign from 2019, where advisor Arestovych says that Russia will invade and “great, full-spectrum war” is inevitable. He even names years 2020 - 22 as critical. They were fully aware of what’s coming. I would post the vid but there are no subtitles",-1
632,Closing argument of an important thread which I hope reflects the feelings of the most important strategists in the USA and NATO https://t.co/A26v8eRrNS,1
633,"I’m riding from #hernehill to #cannes from tomorrow &amp; have raised &gt;£3,000 for Coram an amazing charity supporting children. I’d like to also raise money for UNICEF to help those suffering as a consequence of the Ukraine crisis https://t.co/tZ4ooNMOkk",1
634,"Likewise, the Koreans are taking part in international sanctions against Russia. https://t.co/0pCipdvjLi",0
635,@varaabeli @AdvanceSapiens @spectatorindex Absolute nonsense. It was Russia who was paying Ukraine yearly. It took all its debts.. Perhaps you don't like to read beyond twitter.,-1
636,@sinanbirdal1 Didn’t Ukraine hand over their nuclear weapons to Russia back on the day?,0
637,"Petro Poroshenko, President of Ukraine from 2014 to 2019 speaking in our @EPPGroup meeting today! @ManfredWeber #StandWithUkraine @psdparleuropeu @ppdpsd https://t.co/fk2i5RtbeQ",0
638,"On the first national Remembrance Day for the Victims of Terrorism we remember the victims of atrocious terrorist attacks as in Stockholm 2017, Hanau 2020 and on our embassy 1975. These days our thoughts are especially with the victims of Russian aggression and terror in #Ukraine https://t.co/oBTJrtCOU2",-1
639,"What a beautiful land 💙💛 @ Kyiv, Ukraine https://t.co/89UQ94iv7T",1
640,Economy of #Russia must fall. To not fund #UkraineUnderAttaсk https://t.co/4z2rNmdOHy,0
641,"US Americans: “How did you get to The Ukraine?”

Californians: “I took the 134 to the 101 to the 405 to the LAX to the KBP. Obvi.”

https://t.co/1nrs8Iipvc https://t.co/Cuu5kdvfWe",0
642,“Ukraine is Europe’s breadbasket” - has 2nd-highest percent of its land given over to agriculture of any European country. 1st highest is UK 🥶 https://t.co/fI8yoMe9h2,0
643,@olgatokariuk This won’t help - Russia is way too strong and the world is not coming to help. Ukrainians are totally alone and I honestly don’t know what I’d do if I’d be there. I think the best would be to refuse US missiles and ask for neutrality. #Warzone,1
644,Calling out all #investors #traders to start a #fundraiser for #ukraine and help innocents from paying the consequences. It is time for the #cryptoworld to react and do something about it. I am not a geopolitical specialist. I am only doing my #duty as a citizen living in Europe.,1
645,@TimGatt Who ever heard AK47 will know this is not AK47 or 74  it is 5.56 NATO Caliber .,0
646,"@jue_ndi @Couchlover1 @SocialistAct Um no, we're angry that a demented madman in the Kremlin is trying to force a new Soviet Union in Eastern Europe from ex-Soviet countries who have no desire to 'return' to Russia, and is murdering lots of innocent Ukrainian civilians along the way.",-1
647,"Jet with jet, #Russia get the  heck ! https://t.co/fgDexOpKRY",0
648,"SOHR: Ukraine: NGO says over 40,000 Syrians enlisted by Russia @syriahr https://t.co/fjpEubSYca",0
649,"Hate Putins war and his supporters. But please: Stop hating Russia!

Support your Russian friends and provide them with information. Russia is a beautiful country wird great people, art, sports and more. They deserve a better government.",1
650,"Commentary: Russia’s Ukraine invasion could push US and China to mend ties 

 https://t.co/T3eoMWvKHS",0
651,248-252. Russian embassy number plates in London. If you see car and plate starts with this numbers tell them what you think 🖕🖕🖕@RussianEmbassy #Russia #Embassy #London #RussiaUkraine #PutinHitler #PutinWarCrimes https://t.co/wGctzTW6zo,0
652,Russian Bomber Raids on #ukraine https://t.co/6g9j53wYlP via @YouTube,0
653,"Protesters in support of the Campaign for Nuclear Disarmament at an anti-#war protest in #London.

#Ukraine
#NATO
#Russia
#Photography
#Photojournalist
#Photojournalism
#CampaignForNuclearDisarmament
#CND https://t.co/Bupm05moWj",0
654,Funny Putin forgot to plan for this. He is forgotten Afghanistan. The Russian Army is huge with no logic. NATO has woken up. Thank you Putin for showing the world what is important. I apologise but it is not you Putin https://t.co/attK0V0Szj,1
655,"So the US will not call the Russian challenge! #USA = cowards, #Ukraine = poor judgement and stupidity. https://t.co/lsZFsdkUM6",-1
656,"#Ukraine #StandWithUkraine #USA 
I'm glad Mr. Biden is  @potus but he is completely wrong with THIS! The criminal fascist bastard Putin can't be stopped with ""lullaby"", only strenghth, power n danger of making suicide if not stop, can make THIS an end. WWIII would never  happen! https://t.co/tqxijYAdXn",-1
657,"@joe_shipman It seems that Russia is losing lots of tanks and helicopters in Ucraine, so they probably will have to stop for a long period. Right now it's unthinkable that war would reach, i.e., Poland.
The bad part, Putin only remaining option is nuclear",-1
658,So we don’t deserve to live. It’s USA  who is brining wars to our countries. And then they say our lives don’t matter. Shame on this shit mindset. @CBSNews #Iraq #Ukraine #Afghanistan #Yemen #Syria #racism #racisminwar https://t.co/iIma5AWR9E,-1
659,"@KarlMarxLondon @Nevermore_cyber @ThreshedThought Russia has a superior army and victory will come but at what cost ? Putin has miscalculated Ukrainian resolve, his intel is at fault here…again this is what happens when you surround yourself with yes men",1
660,Evidence of the cost to civilians. #StandWithUkraine️ #StopPutin @ukraine_world https://t.co/sLhCwqxVrn,0
661,"NATO Allied Air Command 

The blood of Ukrainians on your hands!!!",0
662,@KeChepkirui @kebitg Russia is the country taking the “knife to bed”. A huge standing army and nuclear weapons which it is now threatening. Russia is he country using their “knife” to murder ordinary people getting on with their lives. You are excusing the inexcusable. Putin’s fool,-1
663,"@MichelleRick Well, I would limit Russia’s revenue sources (say, their Natural Gas exports to Europe). The mentioned products are products Russia buys, and can easily replace.",1
664,I'm not sure banning home games is enough from FIFA. All sports bodies need to ban Russia from competing under any guise. @maxrushden @bglendenning,-1
665,@iowaboy67 @LivingTheeDream @KyivIndependent Russia says China refuses to supply aircraft parts after sanctions https://t.co/g9eCfHORcr,0
666,"@AliAbunimah @Twitter @AsaWinstanley @TwitterSafety This isn't a far fetched speculation btw, because Russia has a history of claiming actions of countries they are hostile towards, are leading towards a crisis that Russia themselves creates or is contemplating its creation.
4/

https://t.co/qm49FE3rLo",-1
667,"Even the sky is with Ukrainian people 

#Ukraine #UkraineRussianWar https://t.co/jQMneOxXZS",0
668,One of the reasons why we have such utter tragedies in the Ukraine and Afghanistan is because millions go into supporting the education of girls when my family is forcing me to drop out. Their fake diversity spends millions when I need very little money to survive.,-1
669,"@Kevin_Maguire @DailyMirror Sadly we can't, if @NATO enters the war we have WW3. Also very easy for those not fighting to expect others to die for them. Personally I believe we have the military might within Nato to enforce a no fly zone.",-1
670,Not even NATO needs the Russian baggage he comes with… https://t.co/Hu4z6GEa3O,0
671,"@Biz_Ukraine_Mag @GillyHx3 how very, very stupid",-1
672,Could Russia lose their UN security council seat?... https://t.co/CRhLRAthVg,0
673,"@StevieVanZandt 💝joni mitchell is an angel!
you should write more about music than about politic.
politic is nasty, mendacious and lethal.
love of music suits us better than hate.

that’s a link to great movie from oliver stone:
https://t.co/he8MG1lQeo
ukraine on fire
watch it,
to understand.",1
674,@excess3155 I swear if not qe will send Amadioha there way and Russia go see them too.,0
675,"@LBC Russia’s oil &amp; Gas is sold in $US, so Russia has plenty of $US. Russia economy uses two currencies  Rubble and dollar.",0
676,"British citizen and his family, stuck on French border as red tape doesn't allow him into his own country. Nigel Farage and other racist idiots will love this. The home Secretary should sort it immediately. These people have fled war torn Ukraine, only to meet with a cold wall.",-1
677,"Just posted a photo @ Kyiv, Ukraine https://t.co/IpfuW6E9Yg",0
678,Captain Ukraine https://t.co/HEq6pbwE2k,0
679,"@GrahamWalkerNRG @zakavkaza Sure, but Chelsea don't have ""any connection to Russia"". The entire basis of the finance that drove its ability to succeed in the way it did is down to rhe post yeltsin kelptocratic consensus. (Good Indy band name)",1
680,"@RainCityBadger @olex_scherba You only need to drive across Romania once to experience the kind and accommodating fellow drivers. Bonus points if you started the journey in at least Austria so you have something to compare to.
Just drive a few hundred miles there. Same in Russia.",1
681,Ukraine will prevail 💙 May peace and freedom return promptly. And someone please get this madman some fucking therapy #StandWithUkraine https://t.co/FPj2KmrVfP,1
682,Every time I watch this footage from @SkyNews I’m more and more horrified #skynews Their team's harrowing account of their violent ambush in Ukraine this week https://t.co/iOvlDw3nyt,-1
683,"@slay1215 @DeathwatchUriel @Out5p0ken @Helen_Highly @ukraine_world None, who checks the fact checkers?",0
684,"Just imagine if you had a Corbyn led government. It  would not just be Russia who were a rouge state.Just 
Look at the opposition front bench.",0
685,"@marzawa Clash between the west and Russia, cleared many things.

They’ll seize their money
They’ll politicize entertainment
They’ll take out the other side’s freedom of speech and narrative.
They proved that social media is not a free space and they own them.

It’s time for multipolar P",1
686,Called it @NATO https://t.co/inWw03ZjPB,0
687,"Is this #Racist cagna really stupid? So those who escape #UkraineInvasion #UkraineConflict, whose houses are attacked by #Russia are #Refugees, while those trying to escape #ISIS #IS attacks are NOT #Refugees? Blonde #Refugees are cool, #Muslim refugees are BAD, says #cagnaMeloni https://t.co/M5yr5T7jNE",-1
688,"As Russia Pounds Ukraine, NATO Countries Rush In Javelins and Stingers https://t.co/MAXpEWgbrM",0
689,"The last stage of The  hypocrisy. Racism,fascism.and so on. @BBCNews @Europarl_EN @KremlinRussia_E @ZiaulhaqAmarkhi @Anne_Hidalgo  Ukraine was called civilised country coz it is European country. https://t.co/FibNcwbxZf",0
690,Hitler was rearming after not having the right to do so. I must have missed the part where Russia was forbidden to have an army.,-1
691,@UnofficialA7 USA's interest is becos of possibility of getting good deals for Oils and Natural Gas from Ukraine or possible gaining access ino Ukraine to get hold of there Oil Rigs and other Natural resources to make more Money 😶,1
692,"Japan, U.S. finance chiefs pledge ""maximum costs"" for Russia",0
693,"@Rizzincarnation It’s not silly I’m trying to make you see how privileged it is to be born British

I had 5 great weeks in Russia (even learned the language), been Ukraine multiple times, Serbia, Slovakia etc, met great people, made special memories, saw absolutely no racism, but you know better",1
694,"Yeah obviously this is not one of any great importance to US. Great to cheer from the stalls 10K miles away. Johnson representing UK outside EU taking no refugees along with Truss useless, powerless liabilities #JohnsonOut37 #Ukraine 

https://t.co/AIf3VISJYc",1
695,@MRKARL123 @heidijerry @marcocongiu Swedes say Russia has done this shit for Fkn years. Don’t get your panties in a war fervent wad.,-1
696,"@Sedatedltd123 It looks tough, Haas really needs that sponsorship but it has brought a bad driver and unfortunate connections to Russia",-1
697,"Timely contribution of Christopher Coker director @lseideas to understanding Russia&amp; Ukraine &amp; Western-based int. Order "" The Rise of the Civilizational State: China, Russia and Islamic Caliphate and the challenge to the liberal world order https://t.co/apMFLTnknB",0
698,"Follow 👀 this one 
And everything about
#Italy 
#Italia 
#Russia 
#RussiaUkraineConflict 

#UNIVERSE 

Da qui partono le idee 😜👽 https://t.co/wyH8i22Cbp",0
699,@EaterWriter 🙄 tell him there’s lots of white people killing each other in the Ukraine that you’re feeling pretty pissed off and saddened by yet another catastrophe i’m sure they recommend #buckfast Tonic Wine,-1
700,"Yup… totally 🥰❤️

#Zelensky #HeroesOfUkraine #Ukraine #StandWithUkraine 🇺🇦💙💛 https://t.co/HrHesJN8Cq",1
701,"Six, fr Russia with love

#KDLexCloserFancon",1
702,"Is the #Russia invasion of #Ukraine a #Trojan Horse for The #financial reset?

Ukrainian government was #formed in the aftermath of a 2014 #Obama-backed coup.

When Russia invaded Ukraine’s Crimea region, #Western nations responded with sanctions
 https://t.co/9naQ7weqaH",0
703,Denial of denim: Levi’s Russia pullback sparks memories of Soviet era - https://t.co/gPTBjnjZWQ via @FT #Levis #jeans #business #clothing #ColdWar #Moscow #SanctionRussiaNow #Sanctions #MoscowMitch #Russia #Russians #Kremlin #Putin #PutinWarCriminal,0
704,"OMG so cute! Ukraine will be victorious, there is no doubt. 🇺🇦 https://t.co/aG7EDsCIQu",1
705,Netflix is suspending its service in Russia https://t.co/Wq3ltosZEY via @Lucas_Shaw #Russia,0
706,"Yes but why is everyone jumping on making an example out of Ukraine, just to get back at the west for their bias? https://t.co/Gyn2rEm7Zf",0
707,"#InternationalWomensDay for the women heroes in Ukraine fighting for the family and the country, thank you for your kind thought 🙏💙💛 https://t.co/VofTPfVM05",1
708,"@hamasinpitta3 @Trickyjabs @TheBirmingham6 Victory to the anti-#fascist forces of Donbass and their allies! U.S./#NATO hands off #Russia!: 

The anti-fascist #Donetsk and Lugansk People’s Republics, together with the Russian Federation https://t.co/Frlhn4T0vE",0
709,"Beautiful Kyiv. Beautiful Ukraine. My thoughts are with you. Stop this war. #ukraine #kyiv #democracy #freedom #solidarity #ukraina #ukraine🇺🇦 @ Kyiv, Ukraine https://t.co/RWoDWWmW4g",1
710,WTF Russia denying the right of Bulgaria to be a country. https://t.co/29RhmL7qns,-1
711,Bit of a diversion for Russia Today https://t.co/cqtxEu5OXG,0
712,"you cant copy that! 
#cash #money #ingodwetrust #ingod #russia #worldcup2018 #worldcup @ Moscow, Russia https://t.co/wURjXakbZv",0
713,Russians on how they feel about what's happening in Ukraine: https://t.co/k8WvdyKsW6 https://t.co/uA9YgNxoim,0
714,"This is in Ukraine. For a while I thought it was from Israel forcing Palestinians to self demolish their homes. The Ukrainian home destroyed gets sympathy, but the Palestinian home does not. Hypocrisy of the world.

See the video: https://t.co/Ls8Mm2SwL5",0
715,"PM Imran Khan meeting with President  Vladimir Putin

#PMIKInRussia @ImranKhanPTI @KremlinRussia_E @mfa_russia https://t.co/2ikAC0214j",0
716,"... mighty name. Amen. A d I pray that the Lord GOD, King of Glory. will cause a Great Life-transforming Revival to commence this month in the life of your Excellencies, in God's own Country, America, in Russia-Ukraine, in Westdrn Europe and in the entire World, this new Month,",1
717,"Russian people enforced change of government. Putin leave Russia. 
@ukr 
@KremlinRussia_E
@Russia

This will be soon. https://t.co/qUu8YOsCPn",0
718,"@NekoTam64869425 @nexta_tv So keep Russia in your heart and leave your will to join the free world.
Russia and China take care of you.",1
719,"@Xenta777 Glad to hear that you and your lovedones are OK🙏🤗take care and my thoughts are with you and all people of Ukraine
Slava Ukraini🇩🇪❤🇺🇦",1
720,"@KyivIndependent This is not one war against ukraine, it's a war against all free and democratic cointries. It's our obligation HELP Ukraine.
@ukraine
@Kiev 
@ukr https://t.co/705OMOZmma",1
721,@thecoastguy …but there is money to be made working as a shill for a r/w ‘think tank’ funded media operation owned by a NZ billionaire who made his money in Russia with Gazprom… presumably?,0
722,"Food for thought ...
#RussiaUkraineWar #Biden #NATO https://t.co/xuemS9a6Id",0
723,@ajthompson13 Have a watch of this and come back and tell me that Russia didn't have legitimate reason to be concerned at the behaviour over the fence with its neighbour https://t.co/kgsu0Umek6,0
724,"Compare these two thing

Ukraine:
Ur land , house is decimated 
Ur face is disfigured with pain of severe injuries 
Your child is dead as he is in children hospital being bombed

Russia:
You have no MacDonald, no easy access to money, no Microsoft office service 

Who suffer more",-1
725,"Hey Schmuck 🤡I can assist you with your knowledge gaps in geography 

#ukraine 🇺🇦 #standwithukraine @ Kyiv, Ukraine https://t.co/15O5g3IrMa",0
726,"#UkraineRussianWar #UkrainianResistance
BBC News - 'We are not co-operating': Life in occupied Ukraine
https://t.co/B4a4zT0sF5",0
727,A Kiev-Ukraine metro station at the last night #RussiaUkraineConflict https://t.co/s7GLQ0dPv9,0
728,@AndyMcDeeOne @Angry_Voice Crisis management also applies if a nation state that isnt part of NATO is attacking another state or group of people including it's own citizens or if a failed state deems to have fallen into unconditional uncontrolled civil war or violence. NATO will never attack Russia first.,-1
729,On not implementing ‘no-fly zone’ @NATO Sec. General @jensstoltenberg says “It is a painful decision made by @NATO allies but we need to make sure this conflict ends and avoid that it expands”,-1
730,Russia/China/India v RoW will be a nightmare for the TV schedulers. https://t.co/6AoGUxJzF2,0
731,Russia and Orkney. Yet another example of how the current crisis in Ukraine is having far reaching impact.  @hlfennell https://t.co/noldyOcT1S,-1
732,"@MemeticKnight @NachoOliveras @vtchakarova What is for sure is that Russia is not using its full force. And I assume it's because they want them to surrender, not to wipe them completely from the face of the earth.
I ""like"" Nacho's annalogy of Spain invading Morocco, btw",1
733,"@DivaPatang you are like Russia. Standing alone and every blind ,racist and fascist is against you. 😜 I was just reading the comments of your bad wishers. 😁",-1
734,Good morning! It seems less and less likely that I will be able to fly Moscow - Barcelona tomorrow as more countries close air space for Russian airlines and Russia mirrors the closures. I guess I’ll have to take a train to Helsinki and fly from there! https://t.co/HMecEywFUc,1
735,@Gernot Sadly not. The problem is that the currency is not trades due to the war. Not even Reisebank. They just say exchange it to something else in Ukraine. In Austria if you open an account at Erste you will get max 300€.,-1
736,"@ffflow Now Dave... None of that whataboutery.....

Imagine if Russia landed in to sort out Catalonia",0
737,I want to get bucket loads of painkillers eg paracetamol to go to Poland on Saturday. Can @asda @Tesco @sainsburys sell me in volume to help Ukrainians who are in pain? #Tesco #Asda #waitrose #ukraine,0
738,@M_PaulMcNamara Ukraine should buy it and just keep the money as he said he'd give it...,0
739,"Wow. Unlimited self-deception. They love ME! I am important. (to them. Er, Russia.) Jolly hockeysticks! https://t.co/jf5RY6JKu4",1
740,"@DeutscheWelle hi, I think you are mis-reporting the border treatment of non Ukrainians arriving into România from Ukraine. I think it is only Ukraine who is differentiating in a *perhaps* unfortunate manner. I think you shouldn’t repeatedly infer something that may not be true.",-1
741,@hankrearden77 @Bruschetta_Boy Never had any issues. Just unfollowed because I cannot follow anyone with that mindset about ukraine atm.,0
742,"@BorisJohnson the UN are weak, NATO is weak, you are weak, it's time to stand up to the Bully Boy in the Kremlin. He threatened every person in the free world this morning, take his threat to him and declare war on his person, not on Russia, just on Putin.",-1
743,Will #Russia bring Syrian fighters to #Ukraine? https://t.co/E5yE1qWai3,0
744,"Dogs for Ukraine 🇺🇦🐕.  Slava Ukraini 
Stay strong &amp; proud https://t.co/aJyRQxD7Bi",1
745,"@LBC Not sure what your problem with Gavin Williamson is, Andrew, I mean he did tell Russia to ‘go away and shut up’. That went quite well….",-1
746,Putin Wants A Syria In Europe: Ukraine's Desperate Warning To NATO I Rus... https://t.co/cyvZXa8TEa via @YouTube,-1
747,Why Ukraine and NATO shouldn't rush to dismiss Vladimir Putin's latest peace terms https://t.co/wvuJTw7DWd via @ConversationCA,1
748,"vice-president Kamala Harris in Romania

#KamalaHarris #iohannis #NATO https://t.co/xToSrWSAZg",0
749,"@BrowsingForShow And Neocons are using Democrats stupidity to fuel ⛽ hatred towards Russia .
I did not watch you yesterday, what Was reaction to Natasha .",-1
750,Italy stands with Ukraine. 🇺🇦🙏🏻🇮🇹 https://t.co/h0CjVmFPYG,0
751,@CocaCola Never again Coca Cola if you don’t get out of Putins Russia immediately.,0
752,"Free @Vistaprint Support #Ukraine posters and sticker
#UkraineInvasion

https://t.co/TfNLqn8oTb",1
753,@TheBishF1 I have Ukraine heritage and am sad for the people there.  Not sure how some think your #OnThisDay tweets should stop.,-1
754,"»So prove that you’re with us. Prove that you will not leave us behind. Prove that you indeed are #Europeans. And then, life will win over death and light will win over darkness. Glory to #Ukraine.« – President @ZelenskyyUa’s message to the @Europarl_EN
https://t.co/rXLjwLUSfU",1
755,"The EU has agreed very far-reaching  sanctions against Russia. We will go further still. 

Nothing should be off limits. 

We are facing an ultimate test: staying in a world which respects the rule of law. Or moving to a world where ‘might is right’. 
 #ecofin #StandWithUkraine https://t.co/mhsiLEid9O",1
756,"“When Communism fell, this country looked to the West to learn things: About the rule of law, about how to build democratic institutions. Now it’s time for us to learn from them.” https://t.co/vF615ukA5C #Lithuania #vilnius #Baltics #NATO #Latvia #Estonia #Biden #Russia #Putin",0
757,@ShibInform After what happened in Ukraine I don't think that it will get at 0.5,0
758,"@GlasnostGone @ImageSatIntl So NATO should send a bunch of fighterbombers in ukrainian colors, with voluntary pilots and sending them some ""greetings with love from Ukraine""...problem solved....",1
759,"Supercell is matching 1:1 your $ support to #Ukraine in the humanitarian crisis. 

Meaning YOUR support who is reading this. https://t.co/TfD7luqCPM",0
760,@NadineDorries Oh dear Nadine. This is serious stuff now. Time for the brains people. This is not a plan. Just some words. No one apart from you gives a shit about his plan. Not Ukraine/EU/US. You are so our of your depth,-1
761,"BREAKING : Poland announce they will refuse to play against Russia in next month's World Cup play-offs.

#FIFA22 #UkraineUnderAttack https://t.co/dC0TK5kiis",0
762,"At the lobby of the hotel, chatting with some of the employees asking for tips and whatnot. Some of them are Ukrainians and they said their families will never leave Ukraine. I do this wherever we are, chatting with hotel personnel.",0
763,"And he'll be releasing his updated version of the Proclaimers' song '500 Miles' in collaboration with the pair in aid of Ukraine soon.

And if you believe that, you're probably triple-jabbed and still wear a mask. https://t.co/ljR7lNOeeV",0
764,"Pray for #Ukraine and all it's people 🙏🏻 it's sadly just the start of the whole war crime. If #Putin starts the likely biggest attack on #Kyiv so far we will not see 20 or 50 casualties we will see thousands and we can just hope and pray
#StandWithUkriane 🇺🇦 https://t.co/pXqnT83Ozv",-1
765,"Sanctions Imposed since Russian Invasion

🇪🇺EU: 675
🇫🇷France: 668
🇨🇭Switz: 599
🇧🇪Belgium: 518
🇨🇦Canada: 514
 🇦🇺Aus: 436
🇬🇧UK: 421
🇺🇸US: 355
🇯🇵 Japan: 156
🇷🇺Russia: 58
🇺🇳UN: 2

Source: @ComplyAdvantage",0
766,"#Ukraine, how about writing a text to invaders ""Putin is a war criminal. Stop helping him"" instead of ""fuck you Putin""? I mean onto those traffic signs over the roads approaching your cities. Maybe think text more clever than me, but you got the point? #StandWithUkraine",-1
767,"#ARSLEI good overall performance and some very good individual performances, not many empty seats and a great atmosphere,  good to see the flags supporting #Ukraine with huge applause. #Arsenal @LacazetteAlex https://t.co/IVwHPTnAFp",1
768,Russia about to be on their cyber attack shit before they resort to nukes though Putin if u see this hack our student loans and wipe that shit out biden would haaaaaate that! He would be so mad Putin please just consider it biden would be PISSED!,-1
769,@JinMZ3 @CaledonianJohn @SharazMuGhal14 @m_suchkov I never mentioned Ukraine in this exchange once. You did.,0
770,@Roxanne_zoey @IAPonomarenko Forgive me.  This is the Russian Embassy in London.  I answered the wrong question earlier.  The whole situation is extremely unpleasant.  But unfortunately subversive activities are committed by NATO that made this situation even worse.,-1
771,"@LouiseMensch @olex_scherba @mfa_russia Russian casualties are unsustainable. 👇
https://t.co/8kx5SNAHqb",0
772,"#Dr. #Martin Luther #King's Daughter calls out #Prince William for his HARMFUL #Ukraine comments.
#RussiaUkraineConflict
https://t.co/EAeau1r8lt",0
773,"#Taiwan sends medical aid to Ukraine.
#StandWithUkraine 
#StopRussianAggression https://t.co/SDqSChgUN6",0
774,Stay strong! Stay safe my #Ukraine friends #PrayforUkraine #PrayforPeace https://t.co/gvb0AM9Lka,1
775,"Further emphasising the need for #China to use its considerable influence with #Russia to reign in Putin’s disastrous invasion of #Ukraine. 

The fallout is significantly destabilising China’s economy, lines will have to be drawn. https://t.co/hMXh5dXvg5",-1
776,@Dennis_Porter_ Make cheep #Btc for Russia,0
777,"@wildbot34 @ckingdomruler @MrPeanutSpread @SamRamani2 You're right, Russia has.
Lots of rapes too.",-1
778,#Ukraine: What Everyone Needs to Know (#SerhyYekelchyk) #StandwithUkraine 🇺🇦 https://t.co/HX97C1ri2F,0
779,Who will win this stupid pointless war? #Russia #UkraineConflict #RussianUkrainianWar #PutinsWar,-1
780,"🇺🇦 Just listened to ""The Rest Is History"" podcast. Very interesting and helped me understand Ukraine's complex history in a way that was easy to follow. Totally recommend! https://t.co/Do8Lx3RBLb",1
781,"My dude, there were Jews in Ukraine before there was even a wall on the street that would become Wall Street… https://t.co/UirUShh3aX",0
782,"Greetings from ""the most decent and workable little democracy in Europe.""

Drawing out the #winterwar card is quite exceptional, but I could not resist.

But this is different: #Ukraine is getting more support than just thoughts and prayers.

#Finland 
https://t.co/hYgLR623ph",1
783,"The Feb. 28 evening was tense with emotions running high at the Almaty airport, where families and friends were ready to greet their loved ones returning from #Ukraine on the first repatriation flight that brought 175 Kazakh citizens home.

https://t.co/VK4ZDx4Gck

#Kazakhstan https://t.co/xY7IPPQa5S",1
784,"#China 🇨🇳, #India 🇮🇳, and the #UAE 🇦🇪 all abstained from condemning Russia from invading Ukraine.",0
785,this was a party at Lebedev’s days after the Brexit vote. Anyone doubting the level of corruption and collusion with Russia which lead to Brexit needs to have a word with themselves https://t.co/FrrQoCcyo0,0
786,Opinion: Ukraine marks an end to Brexit illusions https://t.co/Ao5fz48NWC,0
787,"@rumorahasit I wonder if, now Russia is out of Eurovision, the Russian Eurovision Committee will be allowed to compete instead?",0
788,We keep on hearing about weapons and equipment given by the west to Ukraine. All we see in the tv news is a badly armed groups of volunteers. Where is all that aid?,-1
789,"@VitalikButerin I'm really sad. I can only pray for the safety of people living in Ukraine, but I pray.I can only be sad, I am sad.",-1
790,Western banks are much less exposed to #Russia than a decade ago https://t.co/u6V9LMQSqj,0
791,"With all these sanctions, I wonder, is that why Russia was looking into crypto? 🤷🏼‍♂️ #Sanctions #Bitcoin #Crypto",0
792,Russia.. Putin.. He's generals.. Wankers! https://t.co/0PcV0v007c,0
793,"俄羅斯，冷靜。

TARGET ON HIS BACK: Russia sends 400 mercenaries into Kyiv to assassinate Zelenskyy: report https://t.co/qAaMrpG9pN https://t.co/7DDxBxd0hh",0
